Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD001969,Biodegradable,Neat resin,"First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces, then PPC and PVA/EVOH blend blended at 170C and 50rpm for 7min",,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-1-1,,,,"['Glass transition temp. 35.4 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2']",,C4H6O3,,,,,,,,,,,,,,90,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,7,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,3,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001969,Biodegradable,Neat resin,"First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces, then PPC and PVA/EVOH blend blended at 170C and 50rpm for 7min",,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-2-1,,,,"['Glass transition temp. 69.9 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Corresponding to Tg of PVA/EVOH phase']",,C4H6O3,,,,,,,,,,,,,,80,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,14,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,6,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001969,Biodegradable,Neat resin,"First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces, then PPC and PVA/EVOH blend blended at 170C and 50rpm for 7min",,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-3-1,,,,"['Glass transition temp. 65.5 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Corresponding to Tg of PVA/EVOH phase']",,C4H6O3,,,,,,,,,,,,,,70,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,21,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,9,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001969,Biodegradable,Neat resin,"First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces, then PPC and PVA/EVOH blend blended at 170C and 50rpm for 7min",,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-4-1,,,,"['Glass transition temp. 63.9 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Corresponding to Tg of PVA/EVOH phase']",,C4H6O3,,,,,,,,,,,,,,60,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,28,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,12,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001969,Biodegradable,Neat resin,"First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces, then PPC and PVA/EVOH blend blended at 170C and 50rpm for 7min",,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-5-1,,,,"['Glass transition temp. 62.0 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Corresponding to Tg of PVA/EVOH phase']",,C4H6O3,,,,,,,,,,,,,,50,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,35,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,15,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001969,Biodegradable,Neat resin,First PVA and EVOH blended in Haake Rhemix 600 internal mixer at 185C and 50rpm for 7min and cut into very small pieces,,,poly(vinyl alcohol)//poly(propylene carbonate)//poly[ethene-co-(vinyl alcohol)],,Blend,,Compression,,44024-4-6-1,,,,"['Glass transition temp. 71.3 [C]', 'Method: Temp. modulated DSC', 'Condition: Heating rate;10C/min & N2']",,C4H6O3,,,,,,,,,,,,,,0,102.09,P450037,44024-1-1-1,,C2H4O,,,,,,,,,,,,,,70,44.05,P030001,44024-2-1-1,,C2H4 / C2H4O,,,,,,,,,,,,,,30,28.05 / 44.05,P900017,44024-3-1-1,,,,,,,,,,,,,,,,,,,,"Chen, Xi; Wang, S. J.; Xiao, M.; Han, D. M.; Meng, Yuezhong , Journal of Polymer Research , 18 , 4 , 715-720 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-3-1-1,,,,"['Glass transition temp. -119.20 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 15.52kJ&slash;mol;;', 'Related Info.(Transition temp.): 57.42C (alpha-transition), -19.1C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,80,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,20,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-4-1-1,,,,"['Glass transition temp. -121.00 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 16.70kJ&slash;mol;;', 'Related Info.(Transition temp.): 56.75C (alpha-transition), -20.5C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,70,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,30,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-5-1-1,,,,"['Glass transition temp. -122.70 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 17.17kJ&slash;mol;;', 'Related Info.(Transition temp.): 54.35C (alpha-transition), -20.9C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,60,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,40,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-6-1-1,,,,"['Glass transition temp. -124.90 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 27.16kJ&slash;mol;;', 'Related Info.(Transition temp.): 50.84C (alpha-transition), -21.1C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,50,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,50,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-7-1-1,,,,"['Glass transition temp. -126.00 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 20.17kJ&slash;mol;;', 'Related Info.(Transition temp.): -21.6C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,40,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,60,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001975,,Neat resin,"LLDPE melted at 140C for 2min in HAKKE Rheomix OS and added EMA, then mixed for 6min, finally taken out from the mixer and sheeted out in two roll mill",,,poly[ethylene-co-(but-1-ene)]//poly[ethene-co-(methyl acrylate)],,Blend,,"Compression: Compression molded at 150C for 5min under 5MPa
Shape of Test Piece: Film
Remarks: t=0.03-0.04mm, (tensile test) dumbbell shaped",,44187-8-1-1,,,,"['Glass transition temp. -128.60 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1.265Hz', 'Remarks: Gamma-transition in E', 'Related Info.(Activation eneregy): Activation energy for the gamma-transition of EMA phase 19.60kJ&slash;mol;;', 'Related Info.(Transition temp.): -22.1C (beta-transition);;']",,C2H4 / C4H8,,,,,,,,,,,,,,30,28.05 / 56.11,P900350,44187-1-1-1,,C2H4 / C4H6O2,,,,,,,,,,,,,,70,28.05 / 86.09,P900365,44187-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borah, Jyoti S.; Chaki, Tapan Kumar , Journal of Polymer Research , 18 , 4 , 569-578 (2011)"
BD001978,"Thermoplastic,Crystal",Neat resin,Pre-dried PET and LCP melt blended at 260-270C and 30rpm for at longest 2min using twin-screw extruder,,,poly(ethylene terephthalate)//poly[(6-hydroxy-2-naphthoic acid)-co-(4-aminophenol)-co-(terephthalic acid)],,Blend,,Remarks: As extruded sample,,44332-3-1-1,,,,"['Glass transition temp. 98 [C]', 'Method: DMA', 'Condition: Heating rate;2C/min&Frequency;1Hz&Strain amplitude=0.05%', 'Remarks: Temp. of tan(delta)max']",,C10H8O4,,,,,,,,,,,,,,80,192.17,P090027,44332-1-1-1,,C8H4O2 / C11H6O2 / C11H6O2 / C6H5NO / C6H5NO / C14H9NO3 / C14H9NO3 / C14H9NO3 / C14H9NO3,,,,,,,,,,,,,,20,132.12 / 170.16 / 170.16 / 107.11 / 107.11 / 239.23 / 239.23 / 239.23 / 239.23,P900089,44332-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bandyopadhyay, Jayita; Sinha Ray, Suprakas , Polymer , 52 , 12 , 2628-2642 (2011)"
BD001980,Separation function,Neat resin,Blended PSf and PIAM at 60C in NMP with stirring for 20h,,,"polyethersulfone//poly(1-phenylethylene/1,2-dicarboxyethylene)",,Blend,,"Solvent casting: Spread the soln. on glass plate using doctor's knife at RT, heated at 180C for 1min, then membrane separated via phase inversion technique by dipping the glass plate in ice-cold water, subsequently dipped in water for another 24h, finally washed with water several times
Alkali treatment: Immersed in 0.1% NaOH soln. for 20h, then washed and stored in water
Shape of Test Piece: Membrane","[poly(isobutylene-alt-maleic anhydride)(PIAM)]obtained from Sigma-Aldrich, Mw=3E(3)",44457-3-1-1,,,,"['Glass transition temp. ca 178 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Value for midpoint of the transition, taken from the Fig.4']",,C27H22O4S,,,,,,,,,,,,,,60,442.53,P070317,44457-1-1-1,,C2H2O2 / C8H8,,,,,,,,,,,,,,40,58.04 / 104.15,P905500,44457-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Padaki, Mahesh; Isloor, Arun M.; Belavadi, Ganesh; Prabhu, K. Narayan , Industrial & Engineering Chemistry Research , 50 , 11 , 6528-6534 (2011)"
BD001980,Separation function,Neat resin,Blended PSf and PIAM at 60C in NMP with stirring for 20h,,,"polyethersulfone//poly(1-phenylethylene/1,2-dicarboxyethylene)",,Blend,,"Solvent casting: Spread the soln. on glass plate using doctor's knife at RT, heated at 180C for 1min, then membrane separated via phase inversion technique by dipping the glass plate in ice-cold water, subsequently dipped in water for another 24h, finally washed with water several times
Alkali treatment: Immersed in 0.1% NaOH soln. for 20h, then washed and stored in water
Shape of Test Piece: Membrane","[poly(isobutylene-alt-maleic anhydride)(PIAM)]obtained from Sigma-Aldrich, Mw=3E(3)",44457-3-2-1,,,,"['Glass transition temp. ca 178 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Value for midpoint of the transition, taken from the Fig.4']",,C27H22O4S,,,,,,,,,,,,,,70,442.53,P070317,44457-1-1-1,,C2H2O2 / C8H8,,,,,,,,,,,,,,30,58.04 / 104.15,P905500,44457-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Padaki, Mahesh; Isloor, Arun M.; Belavadi, Ganesh; Prabhu, K. Narayan , Industrial & Engineering Chemistry Research , 50 , 11 , 6528-6534 (2011)"
BD001980,Separation function,Neat resin,Blended PSf and PIAM at 60C in NMP with stirring for 20h,,,"polyethersulfone//poly(1-phenylethylene/1,2-dicarboxyethylene)",,Blend,,"Solvent casting: Spread the soln. on glass plate using doctor's knife at RT, heated at 180C for 1min, then membrane separated via phase inversion technique by dipping the glass plate in ice-cold water, subsequently dipped in water for another 24h, finally washed with water several times
Alkali treatment: Immersed in 0.1% NaOH soln. for 20h, then washed and stored in water
Shape of Test Piece: Membrane","[poly(isobutylene-alt-maleic anhydride)(PIAM)]obtained from Sigma-Aldrich, Mw=3E(3)",44457-3-3-1,,,,"['Glass transition temp. ca 167 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Value for midpoint of the transition, taken from the Fig.4']",,C27H22O4S,,,,,,,,,,,,,,80,442.53,P070317,44457-1-1-1,,C2H2O2 / C8H8,,,,,,,,,,,,,,20,58.04 / 104.15,P905500,44457-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Padaki, Mahesh; Isloor, Arun M.; Belavadi, Ganesh; Prabhu, K. Narayan , Industrial & Engineering Chemistry Research , 50 , 11 , 6528-6534 (2011)"
BD001980,Separation function,Neat resin,Blended PSf and PIAM at 60C in NMP with stirring for 20h,,,"polyethersulfone//poly(1-phenylethylene/1,2-dicarboxyethylene)",,Blend,,"Solvent casting: Spread the soln. on glass plate using doctor's knife at RT, heated at 180C for 1min, then membrane separated via phase inversion technique by dipping the glass plate in ice-cold water, subsequently dipped in water for another 24h, finally washed with water several times
Alkali treatment: Immersed in 0.1% NaOH soln. for 20h, then washed and stored in water
Shape of Test Piece: Membrane","[poly(isobutylene-alt-maleic anhydride)(PIAM)]obtained from Sigma-Aldrich, Mw=3E(3)",44457-3-4-1,,,,"['Glass transition temp. ca 181 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Value for midpoint of the transition, taken from the Fig.4']",,C27H22O4S,,,,,,,,,,,,,,90,442.53,P070317,44457-1-1-1,,C2H2O2 / C8H8,,,,,,,,,,,,,,10,58.04 / 104.15,P905500,44457-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Padaki, Mahesh; Isloor, Arun M.; Belavadi, Ganesh; Prabhu, K. Narayan , Industrial & Engineering Chemistry Research , 50 , 11 , 6528-6534 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-3-1-1,,,,"['Glass transition temp. 256 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,95,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,5,44.05,P070013,44365-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-4-1-1,,,,"['Glass transition temp. 245 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,90,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,10,44.05,P070013,44365-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-5-1-1,,,,"['Glass transition temp. 250 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,95,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,5,44.05,P070013,44365-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-6-1-1,,,,"['Glass transition temp. 232 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,90,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,10,44.05,P070013,44365-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-7-1-1,,,,"['Glass transition temp. 239 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,95,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,5,44.05,P070013,44365-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
BD001984,chlorine-resistant,Neat resin,BPS-20K and PEG blended at RT in DMAc for 4h,,,"poly(ethylene oxide)//poly(oxybiphenyl-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene/oxybiphenyl-4,4'-diyloxy{2-[(potassiooxy)sulfonyl]-1,4-phenylene}sulfonyl{3-[(potassiooxy)sulfonyl]-1,4-phenylene})",,Blend,,"Solvent casting: DMAc solution cast on glass plate and dried at 90C for 6h and at 150C for 12h under vacuum
Shape of Test Piece: membrane
Remarks: t=25-35micron, sample(5cm*5cm) for water uptake measurement, sample(w=4mm) for DMA test",,44365-8-1-1,,,,"['Glass transition temp. 227 [C]', 'Method: DMA']",,C24H16O4S / C24H14K2O10S3,,,,,,,,,,,,,,90,400.45 / 636.76,P904967,44365-1-1-1,,C2H4O,,,,,,,,,,,,,,10,44.05,P070013,44365-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, Chang Hyun; Spano, Justin; McGrath, James E.; Cook, Joseph; Freeman, Benny D.; Wi, Sungsool , Journal of Physical Chemistry B , 115 , 21 , 6876-6884 (2011)"
